Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Date
Tanxlive,159875505,161010,6899,971,244133,40087,7067999,TRUE,TRUE,Thai,2015-01-14 10:05
Rogue,159761910,121005,7289,1186,169330,147217,2431075,TRUE,FALSE,English,2014-06-18 1:58
easywithaces,159655155,107910,18686,1388,90359,35096,3279762,TRUE,TRUE,English,2015-02-14 21:40
BeyondTheSummit_PT2,159647175,104955,126254,796,178612,137968,4834852,TRUE,FALSE,Portuguese,
CarritosKami,159557775,104955,14634,1681,165439,67444,6694660,TRUE,FALSE,Spanish,2014-04-29 20:23
dizzy,159505395,49125,19262,2997,795869,122263,4572893,TRUE,TRUE,English,2015-11-26 4:35
EAMaddenNFL,159449055,19995,57179,5697,241924,72319,5152605,TRUE,FALSE,English,2013-11-21 16:53
TobiasFate,159172080,127740,4681,1233,701822,49134,5210466,TRUE,FALSE,English,2015-05-15 21:46
PUBG,159140235,32865,35922,4647,733628,78929,4783744,TRUE,FALSE,English,2016-06-23 5:59
BananaSlamJamma,159071145,113595,5152,1263,170181,23267,2546439,TRUE,TRUE,English,2013-11-08 2:25
Dyrus,158999070,138300,11338,1123,1474090,111,3724340,TRUE,TRUE,English,2012-04-27 1:37
Mushway,158995065,56820,9611,2638,310100,233686,3178181,TRUE,FALSE,French,2015-01-31 18:35
bazattak007,158951265,87330,11217,1630,391413,322355,4835861,TRUE,FALSE,Spanish,2015-02-28 1:31
IFrostBolt,158035530,169260,6210,897,199618,106749,2723926,TRUE,FALSE,English,2014-12-25 3:38
Kandyland,157882170,86745,9203,1748,405554,202294,11207571,TRUE,TRUE,English,2014-02-28 0:48
9ambler,157852620,89715,11279,1692,144116,77889,3731059,TRUE,FALSE,Korean,2016-07-25 14:06
Sco,157847640,57690,15241,1790,375911,32463,10361325,TRUE,FALSE,English,2007-05-22 10:39
ProfessorBroman,157325925,154635,12676,955,732192,22714,3579571,TRUE,TRUE,English,2013-01-08 19:38
Paoloidolo,156901800,125115,7659,1205,183900,57927,4585217,TRUE,FALSE,Italian,2012-04-13 15:25
1PVCS,156821940,53835,23081,2256,71596,31807,8056327,TRUE,FALSE,French,2017-08-03 14:53
kangqui,156544635,112755,10809,1400,57130,18133,3877756,TRUE,FALSE,Korean,2012-06-12 14:19
AkTep,156236730,94545,6300,1541,222796,51862,4273193,TRUE,TRUE,Russian,2013-09-27 12:13
hatsalsal,156211005,119040,3915,1302,77861,25730,5576914,TRUE,FALSE,Korean,2017-02-26 8:58
PardonMyTake,156004485,25140,141406,6728,143916,143806,3300371,TRUE,FALSE,English,2020-03-28 13:12
Sweet_Anita,155731920,57600,21594,2690,972070,510063,7927278,TRUE,TRUE,English,2018-04-29 0:06
Draineo,155593140,124095,7777,1169,102225,65702,175788,TRUE,FALSE,English,2014-03-07 23:17
Cerbero_Podcast,155187570,57120,19298,2647,179420,132867,4071398,TRUE,FALSE,Italian,2018-10-04 23:25
cellinrj,154982550,87945,7136,1711,245715,122045,3621969,TRUE,TRUE,Portuguese,2017-02-13 11:17
SkyshockTV,154727730,94275,6213,1605,114154,32991,3059244,TRUE,FALSE,Spanish,2012-03-24 23:05
Evangelion0,154595850,85635,8533,1777,120494,28322,3446723,TRUE,FALSE,Spanish,2014-03-09 12:44
AnthonyZ,154524165,117735,7416,1216,199617,23303,2812219,TRUE,FALSE,English,2016-03-22 1:52
mokrivskyi,154332060,27105,29983,5864,308815,304008,8255635,FALSE,FALSE,Russian,2015-07-31 16:23
CaMaK,154277370,87375,9437,1759,151886,7578,3019137,TRUE,TRUE,French,2012-05-09 17:19
Uthenera,154125945,77475,9460,2106,411346,99872,4832180,TRUE,FALSE,Turkish,2012-02-26 18:04
Corobizar,153988380,83325,11200,1787,272635,84933,4345590,TRUE,FALSE,French,2016-04-29 18:32
roflgator,153963765,110910,14329,1281,106365,46487,1449834,TRUE,TRUE,English,2010-04-15 17:47
QuarterJade,153857655,61980,12144,2286,277256,167202,3921702,TRUE,FALSE,English,2017-09-11 5:30
kutcherlol,153784695,138060,6802,1093,198818,36059,5070320,TRUE,FALSE,German,2014-07-06 19:49
DieHahn,152767545,125025,8048,1229,231584,44782,3418935,TRUE,TRUE,German,2013-05-08 23:43
chowh1,152754465,143415,8221,980,113551,84231,4175567,TRUE,TRUE,French,2016-02-27 19:09
cacho01,152494320,54645,18552,2669,269080,250197,2516244,TRUE,FALSE,Spanish,2013-05-04 19:59
natalan,152469705,60510,9561,2240,529357,462674,2737155,TRUE,TRUE,Spanish,2018-01-06 20:20
DreamHackDota2_RU,152461155,6135,98717,22356,203419,30231,3637232,TRUE,FALSE,Russian,2017-02-06 10:06
DuendePablo,152343585,133290,10121,1101,514073,118567,4216188,TRUE,FALSE,Spanish,2013-08-22 0:35
albislol,152033250,208485,3740,706,146276,10939,4554443,TRUE,TRUE,Chinese,2010-11-15 14:10
UCCleague,152021685,131070,14003,1378,226974,46807,9915656,TRUE,FALSE,Russian,2014-11-25 13:04
slrabbit99,151739370,112845,5944,1329,106235,2495,4838617,TRUE,TRUE,Chinese,2012-03-13 11:05
Stewie2K,151271895,24735,27416,5296,875087,289867,5771575,TRUE,TRUE,English,2014-07-11 7:35
jorbs,151128345,117795,4084,1243,70609,20603,1410877,TRUE,FALSE,English,2011-09-10 3:46
BlackFIreIce,150698280,139980,3044,1070,108895,6130,4424196,TRUE,FALSE,Polish,2013-05-20 20:05
kurt0411,150579045,37710,26941,4083,142446,114789,2221662,TRUE,FALSE,English,2012-09-06 14:50
Herdyn,150266550,123060,4254,1180,410224,91098,5639711,TRUE,TRUE,Czech,2012-01-02 19:26
Frankkaster,150181140,30975,49127,4886,826222,356711,5878239,TRUE,TRUE,Spanish,2014-04-23 23:28
SayNoToRage,150150330,137820,8014,1010,168463,17619,1552234,TRUE,FALSE,English,2015-02-14 11:31
MiltonTPike1,149975130,81960,8838,1845,200012,25768,2185519,TRUE,FALSE,English,2017-04-14 1:29
H0llyLP,149766195,130860,4958,1116,151000,11875,3846703,TRUE,TRUE,German,2012-04-06 19:58
MarkitoNavaja,149407365,28410,26584,5070,665430,641813,3159593,TRUE,FALSE,Spanish,2020-02-21 4:03
RobertoCein,149162865,114120,15249,1270,730326,422842,2907888,TRUE,TRUE,Spanish,2014-07-14 6:42
KVYZEE,149052375,161580,8354,849,127963,74894,6715483,TRUE,FALSE,Russian,2014-10-01 16:57
MarketTradersTV,148900110,499215,1357,297,30413,12081,981536,TRUE,FALSE,English,2018-05-17 16:30
Flambass,148717500,130395,5507,1138,71953,26918,2319131,TRUE,TRUE,English,2014-05-26 17:47
Aa9skillz,148596180,49035,11843,2885,502696,142789,2373012,TRUE,FALSE,English,2011-03-09 11:14
Limmy,148371105,90600,6575,1641,207508,136263,2433739,TRUE,TRUE,English,2010-02-05 11:59
SparkofPhoenixTV,148192215,92400,15792,1462,433078,195208,3537808,TRUE,FALSE,German,2012-09-26 12:06
kyliebitkin,147948870,127485,6688,1142,85336,25720,2468122,TRUE,TRUE,English,2013-03-21 21:42
CoconutB,147918285,122565,4596,1171,188378,62459,2691775,TRUE,TRUE,English,2014-02-08 4:34
FanHOTS,147664290,134550,2104,1090,64587,27948,2451118,TRUE,FALSE,English,2013-04-17 9:19
Pelegrino1993,147243720,129210,6236,1074,80566,64799,1772816,TRUE,FALSE,Portuguese,2018-01-28 16:04
Killars,146865810,210810,4232,642,46971,15728,1747381,TRUE,FALSE,English,2011-03-09 7:38
Weak3n,146770110,115470,2922,1260,188176,30028,4780580,TRUE,FALSE,English,2011-10-02 20:21
Tourva,146412075,116070,5067,1185,287553,182413,7888629,TRUE,TRUE,English,2013-08-08 10:34
wintergaming,146245920,195615,7019,719,260779,13900,3609065,TRUE,FALSE,English,2011-10-28 5:57
Vicens,146199795,26115,30628,5739,730679,724245,4110592,TRUE,FALSE,Spanish,2015-09-04 13:59
PainLivestream,145610160,89775,15002,1635,435872,81619,2283772,TRUE,TRUE,German,2014-04-20 1:06
monkeys_forever,145475145,80460,6738,1563,79270,34329,2106144,TRUE,FALSE,English,2012-08-17 2:28
Kaydop,145291695,64830,23304,2268,193058,117412,3185925,TRUE,FALSE,French,2014-06-04 12:31
syaruru3,145193595,103995,3710,1309,33726,9684,3022192,TRUE,FALSE,Japanese,2016-05-02 6:45
primeleague,144858945,30510,19013,4427,73409,71211,5606593,TRUE,FALSE,German,2019-09-19 14:30
LRojo_,144763395,111435,11178,1192,100767,82320,3959878,TRUE,FALSE,Spanish,2015-05-23 18:57
trihex,144608640,121515,21721,1157,431935,29678,5777172,TRUE,TRUE,English,2011-04-27 6:28
Spaceboy,144599880,123015,10590,1107,135311,27050,2614773,TRUE,TRUE,English,2014-04-21 0:29
Froggen,144496815,46710,10648,3024,770030,31800,3577064,TRUE,FALSE,English,2012-12-29 19:55
BotanicX,144361350,71445,9135,1937,34119,11512,9335252,FALSE,FALSE,Russian,2016-09-18 9:14
dinablin,144307800,60870,29316,2413,293748,239896,11129949,TRUE,FALSE,Russian,2016-04-05 18:32
RiceGum,144167385,12300,29173,11696,903261,388376,2273737,TRUE,FALSE,English,2013-02-22 0:44
ipav999,144114480,191400,2536,737,163956,82668,2920832,TRUE,FALSE,English,2014-09-19 9:29
Lutti,143841150,89220,37121,1153,226344,163441,3727211,TRUE,FALSE,French,2015-04-20 8:05
kragiee,143449350,121890,6298,1137,234312,65977,3136101,TRUE,FALSE,English,2016-05-19 7:07
Puppers,143414790,98595,6798,1458,171425,64591,1753517,TRUE,FALSE,English,2011-12-14 10:34
Crayator,143191365,75165,4911,1796,599828,177501,3865293,TRUE,FALSE,English,2013-10-15 5:25
MANvsGAME,142696875,65775,5831,2103,510330,2336,2713787,TRUE,TRUE,English,2009-09-17 19:42
TheRealMarzaa,142547775,93015,12525,1505,495558,258153,2909149,TRUE,FALSE,Italian,2015-04-26 17:23
foggedftw2,142444290,111675,8622,1220,242205,109500,3438208,TRUE,TRUE,English,2016-10-26 21:47
Linkus7,142322655,121755,7248,1121,96728,41862,1866513,TRUE,FALSE,English,2012-09-09 15:25
Arcadum,142213980,134700,13801,992,120586,78642,2169921,TRUE,FALSE,English,2011-11-19 18:48
ImMarksman,142168560,77430,11141,1889,633443,152094,1311402,TRUE,FALSE,English,2010-09-08 19:39
LightFuryLF,142094850,111315,15139,1169,51589,32663,4989684,TRUE,FALSE,Thai,2017-02-05 7:18
BarcaGamer,141736230,119565,57917,1234,636568,548578,3012949,TRUE,FALSE,Spanish,2016-04-29 22:52
EFEUYGAC,141455130,38910,14481,3700,358498,297215,5234400,TRUE,TRUE,Turkish,2015-09-28 20:18
Xnapycz,141426165,87885,4388,1572,94551,44450,4521040,TRUE,TRUE,Czech,2012-01-11 15:01
SilentSentry,141219225,125760,5572,1085,301633,13533,1896110,TRUE,FALSE,English,2014-02-12 0:02
lilballzlolz,141185625,78015,6328,1724,118276,9831,4212219,TRUE,FALSE,Chinese,2015-02-11 12:44
DaigoTheBeasTV,141183435,57525,27261,2225,173271,42313,4166521,TRUE,FALSE,Japanese,2016-02-12 13:35
UncleBjorn,141021495,134805,4265,975,111003,26514,7886426,TRUE,FALSE,Russian,2014-10-21 12:39
AnniTheDuck,140975745,53220,7894,2533,460463,263210,7336341,TRUE,TRUE,German,2016-06-15 18:49
StRoGo,140812395,29385,45087,4621,272944,258332,5978117,TRUE,FALSE,Russian,2018-06-24 11:25
pikra10,140512860,124170,4659,1068,77376,42516,2973636,TRUE,FALSE,Korean,2018-02-01 18:34
beryl_lulu,140500785,81990,15901,1739,156726,49522,9765341,TRUE,FALSE,Chinese,2014-09-07 15:07
purple_hs,140426535,111810,5460,1149,88792,18850,1512076,TRUE,FALSE,English,2015-03-07 1:16
Harmii,140304750,116130,7200,1159,333858,168452,3556031,TRUE,FALSE,German,2016-01-22 18:16
Zerkaa,140243025,51000,11192,2571,529504,373720,2530852,TRUE,FALSE,English,2010-07-17 21:02
iklooode25,140170155,21360,42463,7265,418710,354335,1443848,TRUE,FALSE,Arabic,2017-08-26 12:37
nielnieh345,140168070,186015,5455,728,93991,18742,4755073,TRUE,FALSE,Chinese,2012-03-07 9:22
akagreenn,140084580,51600,21136,2902,117916,114861,3514645,TRUE,TRUE,Turkish,2017-10-17 16:03
Spraggy,139893270,81585,30415,1674,99807,35453,3037728,TRUE,FALSE,English,2008-10-15 19:47
TpaBoMaH,139724325,92445,6813,1531,151266,85717,7804776,TRUE,FALSE,Russian,2018-10-10 19:33
Day9tv,139556325,64500,5597,2140,496790,13344,2495558,TRUE,FALSE,English,2010-12-09 5:50
Sologesang,139273200,123390,5120,1072,58531,26062,4569358,TRUE,FALSE,German,2016-11-10 22:57
karavay46,139258050,33045,48331,4037,354734,301941,8457221,TRUE,FALSE,Russian,2017-09-25 15:11
RaulZitoYT,139249440,131460,6545,839,78971,76729,2725303,TRUE,FALSE,Portuguese,2018-12-02 17:44
JonBams,139067415,88830,5577,1522,309837,75728,1940922,TRUE,TRUE,English,2012-02-16 7:34
Japan_ASMR,138935670,509670,496,271,67707,32649,1272641,TRUE,FALSE,Japanese,2019-01-07 7:39
OuterHeaven,137995935,94575,6955,1101,137954,7924,1037346,TRUE,TRUE,English,2010-08-15 12:46
Yamikazexz,137528370,74490,12411,1643,201657,161100,5719244,TRUE,FALSE,English,2016-08-21 8:37
aircool,137305080,128055,12620,964,153703,120570,1628826,TRUE,FALSE,English,2017-10-18 18:43
Lapi,137258130,171570,8684,789,130323,16992,6792456,TRUE,FALSE,French,2013-06-15 22:59
robn_live,137249820,133545,73664,656,66223,63975,1502917,TRUE,FALSE,English,
aram4519,136944300,81570,14167,1592,301329,179604,5711063,TRUE,FALSE,Korean,2019-06-02 21:37
Ezekiel_III,136597425,109890,18804,1190,190452,8969,4018240,TRUE,TRUE,English,2010-08-07 1:49
RebeuDeter,135843000,18510,24675,7141,215360,194128,2560454,TRUE,FALSE,French,2019-01-08 16:02
nookyyy,135590925,149220,7393,683,206681,78987,2481667,TRUE,FALSE,German,2011-09-19 19:44
BrookeAB,135540690,48705,24357,2777,737161,247335,6936235,TRUE,FALSE,English,2018-04-15 19:48
innocents,135250410,83790,13654,1557,534759,279080,3488587,TRUE,TRUE,English,2009-08-23 20:07
RealKraftyy,135181170,108585,19953,1235,710277,21198,4102026,TRUE,FALSE,English,2014-07-29 19:42
rhobalas_lol,135169095,174210,5224,779,100599,69851,3011205,TRUE,FALSE,French,2017-03-30 11:42
veloxey,135057600,88620,8596,1273,252913,180142,1874494,TRUE,FALSE,Italian,
ArQuel,134912310,116415,9110,1122,285920,45153,4895500,TRUE,FALSE,Polish,2015-08-18 23:48
ElOjoNinja,134761230,82020,9339,1484,273504,133594,5226901,TRUE,FALSE,Spanish,2013-01-26 9:23
Bamboe,134431230,118920,5956,1075,86644,25348,2322578,TRUE,FALSE,English,2011-05-24 7:49
Sonecarox,133976280,239655,2445,569,87530,21318,3105118,TRUE,TRUE,Portuguese,2014-09-18 2:36
MuTeX,133816530,150015,9448,824,200619,114872,1615269,TRUE,TRUE,English,2015-08-07 8:16
RayNarvaezJr,133649520,82605,6611,1589,528396,29068,2180691,TRUE,TRUE,English,2015-03-22 21:37
Tanovich,133079115,89865,10352,1434,296560,219383,3677360,TRUE,TRUE,Spanish,2016-12-05 23:59
Zalae,133078635,95010,5934,1351,170668,23494,1776974,TRUE,FALSE,English,2015-01-01 18:34
KheZu,132976365,124635,5322,991,122158,28840,2671995,TRUE,FALSE,English,2011-10-02 11:35
mandiocaa1,132533775,29685,9540,4355,312944,29691,2567198,TRUE,TRUE,Portuguese,2017-11-06 15:14
dragon3652,132487740,243375,2379,529,35503,11620,4618003,TRUE,FALSE,Korean,2017-06-12 9:37
RiotGamesOCE,132387150,40890,50458,3076,149775,65748,8437414,TRUE,FALSE,English,2013-07-18 18:24
Videoyun,132320235,123345,8057,1030,375697,85165,8078109,TRUE,FALSE,Turkish,2011-08-20 18:50
AlcastHQ,132082785,28905,12999,4680,81928,24582,41833833,TRUE,FALSE,English,2016-07-02 12:42
julien,132054690,80895,15150,1685,511861,177756,4880209,TRUE,FALSE,English,2015-03-19 6:23
iGeStarK,131957700,79455,12893,1282,244437,231731,2948954,TRUE,FALSE,Spanish,2014-08-03 13:25
Ziqoftw,131821710,94515,10569,1293,198304,33547,4933908,TRUE,FALSE,English,2011-02-19 15:11
CyrusTWO,131621775,128085,2727,1027,96691,25277,5787660,TRUE,TRUE,Swedish,2013-03-08 12:41
jmjdoc,131408250,170865,2395,756,30877,9502,4337476,TRUE,FALSE,Korean,2014-02-18 6:30
CouRageJD,131341275,14010,72100,8717,2115596,120434,2874860,FALSE,FALSE,English,2015-11-04 21:34
YoMax,131072925,58380,16952,2051,273980,129000,1715466,TRUE,FALSE,French,2014-11-03 15:03
JeffHoogland,130973670,113655,3375,1070,68914,7290,1965274,TRUE,FALSE,English,2012-05-02 0:55
callofduty,130938960,3645,170131,19897,968465,50321,5423366,TRUE,TRUE,English,2008-04-27 18:30
GoBGG,130398315,92730,4198,1400,229586,37272,5971819,TRUE,FALSE,French,2013-02-26 11:52
Wackyjacky101,130390590,130335,5981,1012,209700,72794,9213152,TRUE,FALSE,English,2015-05-15 15:15
TaKeTV,130220190,108555,31809,829,227062,13033,2855045,TRUE,FALSE,German,2012-04-30 21:39
iceiceice,130179570,37545,8409,3107,183960,57797,2582911,TRUE,FALSE,English,2012-06-07 6:29
StarCraft,130159470,14850,56109,6636,342409,22130,4110003,TRUE,FALSE,English,2013-04-15 20:39
MadDecentLive,129993915,42510,36968,3069,95371,95352,44291541,FALSE,FALSE,English,2015-10-02 17:06
WillerZ,129956310,133770,24663,872,79392,68899,2344895,TRUE,TRUE,English,2016-03-08 4:21
SoyPan,129903855,132840,13884,954,343191,162018,2167760,TRUE,FALSE,Spanish,2014-03-01 20:15
murilo_RT,129898080,383955,8185,315,70814,55939,3070308,TRUE,TRUE,Portuguese,2017-08-04 19:51
Multiplayerit,129567630,111795,15237,1053,58786,17650,30889814,TRUE,FALSE,Italian,2013-08-27 14:56
Markstrom,129129615,106620,71423,915,93045,35277,1829062,TRUE,FALSE,English,2015-02-26 15:57
Krayn_Live,129103425,137040,4183,918,125775,20572,4621526,TRUE,TRUE,French,2014-01-23 0:38
westdoor,128928105,109065,5363,1165,272662,16908,5018006,TRUE,TRUE,Chinese,2012-01-30 13:25
Sintica,128908575,94845,8467,1207,160387,110955,7008648,TRUE,FALSE,German,2012-09-01 17:08
FantaBobShow,128845890,65565,8248,1936,348598,86339,3598696,TRUE,TRUE,French,2012-03-22 17:05
ops1x,128783415,68235,23490,1457,268942,254190,3050489,TRUE,FALSE,English,2017-12-13 1:47
wingz,128746905,92715,3940,1347,85695,32924,3057045,TRUE,FALSE,Spanish,2014-10-28 12:36
ZLOYn,128586435,49230,14155,2603,294277,284221,6731111,TRUE,FALSE,Russian,2011-06-06 15:39
HunterGodBr,128369655,89520,51612,1737,258876,254260,14078099,TRUE,FALSE,Portuguese,2019-09-06 21:19
leplol1,128314530,125385,9307,1444,157981,116243,3163399,FALSE,FALSE,Portuguese,2014-03-07 13:11
sacy,128171445,96630,10692,1304,206184,117190,3590048,TRUE,FALSE,Portuguese,2011-09-27 23:29
hejin0_0,127710465,125865,3032,1017,123451,72192,5800110,TRUE,FALSE,Korean,2017-01-04 4:10
Naru,127650015,39825,13744,3045,344859,123779,5321664,TRUE,FALSE,Turkish,2012-12-07 20:51
Warcraft,127646610,10005,51972,13741,593564,31688,6635421,TRUE,FALSE,English,2012-11-07 23:07
FlexZ,127550640,114750,14278,897,155382,133959,3254805,TRUE,FALSE,Spanish,2013-01-30 23:02
DizzyKitten,127398990,80100,10080,1584,613135,54653,8960383,TRUE,FALSE,English,2013-08-12 0:11
wltn4765,127291245,134070,9379,980,99600,68129,6213041,TRUE,FALSE,Korean,2015-09-20 5:02
Staryuuki,127219620,77040,5530,1467,586475,530306,5418113,TRUE,FALSE,Spanish,2017-07-28 22:02
CeMka,127117680,110550,18473,979,86502,22116,4241970,TRUE,FALSE,Russian,2016-03-09 15:49
Halifax,126885855,160500,12478,793,228316,52433,2955093,TRUE,FALSE,English,2012-02-03 3:46
Bidule,126808620,61395,10100,2052,82570,64920,2486535,FALSE,TRUE,French,2016-10-12 19:31
Gabi,126779310,63480,17866,2174,271202,178648,3821231,TRUE,FALSE,Portuguese,2013-08-04 21:14
Hype,126704460,81510,10030,1674,145476,101271,6185689,TRUE,TRUE,Turkish,2015-04-24 22:58
Gigz,126436725,98685,15061,1136,254401,44075,1958787,TRUE,FALSE,English,2009-11-09 15:33
yagubu,126240810,66165,25478,1666,59697,53490,3379601,TRUE,FALSE,Korean,2016-11-17 6:06
richwcampbell,126132675,69870,34756,1878,108410,57422,3790423,TRUE,FALSE,English,2016-06-22 19:23
ESL_CSGO_FR,126026325,53295,22857,2570,193614,26073,4124889,TRUE,FALSE,French,2012-08-28 15:28
dkwl025,125872350,103365,6861,1237,220819,114560,4933531,TRUE,FALSE,Korean,2017-12-11 14:16
Cizzorz,125812350,56970,11782,1891,1866339,222573,3095942,TRUE,FALSE,English,2016-07-04 3:32
RyuQuezacotl,125680845,125820,4022,976,79063,9884,1867494,TRUE,TRUE,English,2013-01-16 21:24
Sigma,125477415,94695,81683,798,61206,54151,1334161,TRUE,TRUE,English,2017-11-15 21:27
Robbaz,125249820,86415,4938,1427,229652,23827,5009610,TRUE,FALSE,English,2007-08-23 19:27
mailand,124936395,86865,6867,1400,86561,31605,3923343,TRUE,TRUE,German,2014-04-28 10:19
Buozzi,124926540,142785,4036,872,75290,39547,5126434,TRUE,TRUE,Portuguese,2015-06-30 1:37
HeyarTV,124878165,155700,2343,786,124479,17695,2506556,TRUE,TRUE,French,2013-04-30 12:54
LenaGol0vach,124876665,30210,9115,4159,274237,40915,2969471,FALSE,FALSE,Russian,2015-04-01 19:47
Sinner666,124812240,24765,27996,4530,7102,7101,21322548,FALSE,FALSE,Russian,2020-01-12 15:50
TommyKayLIVE,124680810,108105,3536,1124,127770,58673,2561302,TRUE,TRUE,English,2017-05-22 18:18
TMemoryy,124620795,130440,3244,924,171107,64750,1027960,TRUE,FALSE,English,2013-07-30 19:47
Patriota,124595820,64305,29435,1951,646758,344213,3707623,TRUE,FALSE,Portuguese,2012-03-04 8:13
runner0608,124525605,52785,17926,2434,164902,58988,4276695,FALSE,FALSE,Korean,2017-03-04 11:57
zorlaKOKA,124241010,100050,4977,1247,361102,83418,7654224,TRUE,FALSE,Portuguese,2013-04-30 14:32
Hitch,124224555,132870,3976,875,96343,30813,1942552,TRUE,TRUE,English,2018-03-01 23:09
calango,124180125,70155,8380,1736,767187,293608,3292645,TRUE,FALSE,Portuguese,2014-03-08 2:38
Adin2Huncho,124133550,64920,14502,1470,199880,162642,956614,TRUE,FALSE,English,
SlotRoom247,124078200,373800,20609,326,69183,69113,1338301,FALSE,TRUE,German,2019-09-25 15:32
ALLinPav,124058985,137760,6221,850,71579,21360,3156265,TRUE,TRUE,English,2015-09-03 13:15
Surefour,124056555,53145,7911,2289,331662,46991,2066041,TRUE,TRUE,English,2008-12-08 22:05
NumotTheNummy,123899265,105930,3359,1118,103069,8045,1530401,TRUE,FALSE,English,2011-11-22 5:58
aminematue,123826230,30480,16577,4016,124232,123363,2316908,TRUE,FALSE,French,2019-01-06 21:33
CallMeCarsonLIVE,123486240,14340,61531,8208,1151712,732108,3533199,TRUE,TRUE,English,2014-11-27 18:12
ZiggyDLive,123398085,99075,18437,1227,173807,15899,4249580,TRUE,FALSE,English,2013-06-28 3:50
KEEMSTAR,123365895,3465,74195,35333,146035,46367,7139253,FALSE,FALSE,English,2017-04-13 19:32
crazzyccat,123279435,192780,2543,644,35930,24849,1889696,TRUE,FALSE,Korean,2018-05-01 8:17
RelaxBeats,123273930,521430,2830,235,166162,29595,1094850,TRUE,FALSE,English,2017-04-19 0:59
LAGTVMaximusBlack,123125340,161535,7138,725,256353,13251,2310313,TRUE,TRUE,English,2011-08-08 21:03
Destructoid,122628630,103020,14566,1190,48007,8995,87603521,TRUE,FALSE,English,2009-04-30 3:28
LITkillah,122524635,13560,21359,9104,601927,562691,2162107,TRUE,FALSE,Spanish,2020-06-09 0:14
bighead033,122523705,153000,3940,793,213212,52289,4399897,TRUE,FALSE,Korean,2016-04-26 10:16
newmasca,122452320,217410,6431,567,109068,-4942,3417970,TRUE,FALSE,Korean,2015-09-14 12:33
AndyMilonakis,122311065,104745,10543,1153,547446,109111,3926918,TRUE,FALSE,English,2013-11-20 10:15
Remx,122192850,99180,13788,1205,178553,59432,2049420,TRUE,FALSE,French,2013-12-21 0:22
